person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
33,24000,RENT,,DEBTCONSOLIDATION,D,1000,14.91,1,0.04,Y,10
39,29280,OWN,0.0,VENTURE,A,1800,7.37,0,0.06,N,11
22,28000,RENT,4.0,EDUCATION,B,3000,10.59,0,0.11,N,3
27,40000,RENT,0.0,VENTURE,B,8000,10.25,0,0.2,N,10
29,30000,RENT,3.0,VENTURE,A,5000,9.32,0,0.17,N,5
25,62400,MORTGAGE,9.0,EDUCATION,D,12500,14.96,0,0.2,N,3
31,35142,RENT,,VENTURE,B,8000,11.11,0,0.23,N,6
29,65000,MORTGAGE,9.0,PERSONAL,A,6000,6.99,0,0.09,N,10
40,50004,RENT,3.0,DEBTCONSOLIDATION,B,20000,,1,0.4,N,17
24,46000,MORTGAGE,8.0,PERSONAL,A,2000,7.66,0,0.04,N,2
21,48000,RENT,5.0,VENTURE,C,6000,13.48,0,0.13,N,4
30,60000,RENT,,VENTURE,A,10000,6.03,0,0.17,N,7
32,100000,MORTGAGE,4.0,EDUCATION,A,4500,,0,0.04,N,5
26,37200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,16000,13.11,1,0.43,N,2
20,94000,RENT,4.0,EDUCATION,D,5000,16.02,0,0.05,N,3
25,53481,OWN,4.0,EDUCATION,A,15000,6.03,0,0.28,N,3
28,42000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,12000,9.62,0,0.29,N,7
27,51298,RENT,11.0,DEBTCONSOLIDATION,B,1000,10.37,0,0.02,N,7
27,75288,MORTGAGE,12.0,MEDICAL,B,18050,10.0,0,0.24,N,7
25,67200,RENT,3.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.18,Y,4
24,77237,MORTGAGE,8.0,MEDICAL,A,15000,6.17,0,0.19,N,3
24,70082,RENT,5.0,VENTURE,C,2500,12.61,0,0.04,N,4
23,29856,RENT,0.0,PERSONAL,A,10300,8.94,1,0.34,N,2
27,60000,RENT,5.0,VENTURE,C,4500,14.22,0,0.07,N,8
22,80000,MORTGAGE,7.0,EDUCATION,B,1500,10.37,0,0.02,N,2
31,80000,RENT,2.0,MEDICAL,A,6000,6.03,0,0.07,N,10
21,30000,RENT,1.0,HOMEIMPROVEMENT,D,2400,17.19,1,0.08,Y,2
24,84000,MORTGAGE,8.0,EDUCATION,B,18000,9.99,0,0.21,N,2
37,24500,RENT,0.0,PERSONAL,B,2400,11.71,0,0.1,N,11
22,20000,RENT,7.0,EDUCATION,A,1675,7.74,0,0.08,N,3
62,66000,RENT,2.0,EDUCATION,B,6000,,0,0.09,N,23
25,130000,RENT,0.0,PERSONAL,C,20000,15.27,0,0.15,N,2
25,30000,RENT,4.0,EDUCATION,C,4000,13.49,0,0.13,Y,4
32,30000,RENT,1.0,MEDICAL,B,11450,9.99,1,0.38,N,6
29,30000,MORTGAGE,2.0,MEDICAL,A,6500,8.59,0,0.22,N,10
26,58000,MORTGAGE,5.0,MEDICAL,C,12000,13.16,0,0.21,Y,4
39,30000,RENT,6.0,DEBTCONSOLIDATION,D,9000,16.89,1,0.3,N,16
34,69600,RENT,10.0,VENTURE,A,22650,,1,0.33,N,6
21,40000,MORTGAGE,5.0,EDUCATION,C,8000,,0,0.2,N,3
29,75000,MORTGAGE,7.0,EDUCATION,A,6125,,0,0.08,N,8
23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,1400,5.42,0,0.03,N,4
22,43000,MORTGAGE,0.0,PERSONAL,B,6650,10.37,0,0.15,N,3
34,45000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,12000,11.86,0,0.27,N,5
42,61000,OWN,2.0,PERSONAL,A,14400,7.51,0,0.24,N,17
24,53000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,7200,14.42,0,0.14,N,3
22,48000,MORTGAGE,4.0,PERSONAL,B,4000,11.86,0,0.08,N,2
21,125000,MORTGAGE,2.0,PERSONAL,A,6000,5.79,0,0.05,N,2
23,54000,RENT,7.0,EDUCATION,D,2500,16.32,0,0.05,Y,2
23,60000,MORTGAGE,0.0,MEDICAL,A,5000,,0,0.08,N,2
22,46080,RENT,1.0,VENTURE,B,2200,11.99,0,0.05,N,2
48,92000,RENT,6.0,DEBTCONSOLIDATION,B,16500,12.69,0,0.18,N,15
24,185000,MORTGAGE,,EDUCATION,B,35000,12.42,0,0.19,N,2
32,40100,RENT,3.0,MEDICAL,C,7175,12.99,0,0.18,Y,6
40,15864,RENT,,MEDICAL,B,2375,11.11,0,0.15,N,12
40,45996,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.61,1,0.43,N,11
24,62000,MORTGAGE,7.0,PERSONAL,A,6200,,0,0.1,N,2
24,33600,OWN,8.0,VENTURE,A,2500,6.39,0,0.07,N,3
29,95000,MORTGAGE,6.0,VENTURE,A,35000,7.9,0,0.37,N,8
28,39000,RENT,8.0,EDUCATION,C,4500,13.49,1,0.12,N,9
22,45000,RENT,3.0,EDUCATION,B,5500,10.38,0,0.12,N,2
27,54000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,6000,14.27,0,0.11,Y,7
26,71500,MORTGAGE,10.0,HOMEIMPROVEMENT,B,7500,10.99,0,0.1,N,3
31,28800,RENT,0.0,PERSONAL,C,6200,12.23,0,0.22,N,9
23,50400,MORTGAGE,7.0,EDUCATION,A,8375,7.51,0,0.17,N,2
29,93000,RENT,1.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.11,N,8
29,77800,RENT,2.0,VENTURE,B,9000,12.42,0,0.12,N,6
25,122000,MORTGAGE,1.0,MEDICAL,A,10000,8.94,0,0.08,N,4
23,60000,RENT,1.0,EDUCATION,C,11000,14.22,0,0.18,N,4
39,62400,RENT,7.0,PERSONAL,C,20000,12.68,1,0.32,N,13
21,24996,RENT,0.0,DEBTCONSOLIDATION,B,3000,11.49,0,0.12,N,3
23,45378,MORTGAGE,7.0,PERSONAL,A,6000,5.79,0,0.13,N,2
25,40000,RENT,1.0,EDUCATION,B,7200,9.88,0,0.18,N,4
31,100000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,13000,12.61,0,0.13,N,7
22,118000,RENT,0.0,PERSONAL,D,19550,15.62,1,0.17,Y,4
25,31200,MORTGAGE,3.0,MEDICAL,A,11200,5.42,0,0.36,N,2
23,24000,RENT,1.0,VENTURE,B,5000,11.48,0,0.21,N,4
25,36000,OWN,0.0,VENTURE,B,2400,12.21,0,0.07,N,2
24,16800,RENT,,DEBTCONSOLIDATION,B,4375,9.99,1,0.26,N,2
23,28000,RENT,0.0,DEBTCONSOLIDATION,B,3000,10.25,0,0.11,N,4
31,42000,RENT,2.0,DEBTCONSOLIDATION,A,2200,9.63,0,0.05,N,8
26,64000,RENT,,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,3
23,93000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.02,N,4
28,34000,RENT,0.0,PERSONAL,D,2600,15.62,1,0.08,N,9
33,32004,MORTGAGE,4.0,PERSONAL,B,6000,10.74,0,0.19,N,7
30,22452,RENT,2.0,VENTURE,A,12000,7.29,1,0.53,N,5
22,75000,RENT,4.0,PERSONAL,B,12000,11.49,0,0.16,N,3
27,130000,RENT,9.0,HOMEIMPROVEMENT,A,9000,7.05,0,0.07,N,6
30,36000,RENT,2.0,DEBTCONSOLIDATION,A,3200,7.88,0,0.09,N,10
24,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,11200,13.99,0,0.15,Y,4
30,189000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,16000,16.35,0,0.08,N,8
22,120000,MORTGAGE,3.0,MEDICAL,A,22000,7.49,0,0.18,N,3
24,80000,MORTGAGE,8.0,PERSONAL,C,12000,13.48,0,0.15,Y,4
25,88000,MORTGAGE,9.0,PERSONAL,D,20000,17.58,1,0.23,N,3
22,38400,MORTGAGE,,PERSONAL,A,1000,5.79,0,0.03,N,2
24,73000,MORTGAGE,4.0,EDUCATION,A,6500,5.42,0,0.09,N,2
43,50000,RENT,6.0,PERSONAL,C,18000,14.35,1,0.36,N,16
22,18000,RENT,3.0,DEBTCONSOLIDATION,B,3000,10.59,1,0.17,N,3
31,90000,RENT,6.0,PERSONAL,A,9000,5.42,0,0.1,N,9
36,52000,RENT,2.0,DEBTCONSOLIDATION,C,7000,13.85,1,0.13,N,11
29,33000,RENT,0.0,EDUCATION,C,6000,15.23,0,0.18,N,6
21,30000,RENT,5.0,VENTURE,A,12000,5.79,1,0.4,N,3
24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4
24,35000,MORTGAGE,7.0,EDUCATION,A,15000,7.49,0,0.43,N,4
23,28038,RENT,2.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.25,N,4
32,41400,OWN,,PERSONAL,A,10500,6.62,0,0.25,N,9
30,34000,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.57,1,0.07,N,5
25,39000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3000,13.99,0,0.08,N,2
23,85000,RENT,2.0,VENTURE,C,12000,13.16,0,0.14,Y,4
22,20000,OWN,6.0,PERSONAL,B,9250,10.65,0,0.46,N,4
33,250000,RENT,0.0,MEDICAL,A,35000,7.29,0,0.14,N,7
22,76000,RENT,4.0,EDUCATION,A,12000,7.9,0,0.16,N,4
22,56000,MORTGAGE,5.0,MEDICAL,E,15000,16.0,1,0.27,Y,4
26,63400,OWN,0.0,VENTURE,B,20000,9.62,0,0.32,N,3
29,65000,RENT,3.0,VENTURE,A,4000,7.74,0,0.06,N,6
29,75000,MORTGAGE,2.0,PERSONAL,A,9000,,0,0.12,N,6
34,31500,MORTGAGE,16.0,PERSONAL,B,6000,,0,0.19,N,8
26,135000,RENT,10.0,PERSONAL,B,14275,9.45,0,0.11,N,2
28,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.15,N,7
25,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12500,10.65,0,0.25,N,4
32,61000,MORTGAGE,3.0,PERSONAL,A,2000,7.9,0,0.03,N,7
24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.42,N,3
32,150000,OWN,3.0,HOMEIMPROVEMENT,C,8000,,0,0.05,Y,6
37,100000,RENT,0.0,DEBTCONSOLIDATION,B,2400,9.99,0,0.02,N,16
29,8472,RENT,2.0,PERSONAL,A,3000,7.49,1,0.35,N,7
26,47500,RENT,8.0,VENTURE,A,3000,6.76,0,0.06,N,2
22,122000,MORTGAGE,6.0,MEDICAL,A,6000,6.92,0,0.05,N,2
26,65000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,17000,9.91,0,0.26,N,2
37,28800,RENT,0.0,EDUCATION,A,5500,6.03,0,0.19,N,15
26,46000,RENT,3.0,MEDICAL,D,11000,16.29,1,0.24,Y,3
33,36000,RENT,1.0,MEDICAL,C,6000,13.22,0,0.17,Y,8
25,21600,RENT,0.0,VENTURE,D,5000,17.58,1,0.23,Y,3
38,60000,MORTGAGE,9.0,EDUCATION,E,16000,16.35,0,0.27,N,17
29,27000,RENT,8.0,PERSONAL,A,5000,6.76,0,0.19,N,9
22,35000,RENT,3.0,DEBTCONSOLIDATION,C,8000,14.27,0,0.23,N,3
23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3
22,25200,RENT,1.0,MEDICAL,B,4000,,0,0.16,N,2
29,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,18000,13.22,0,0.14,Y,8
31,88000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,7000,9.2,0,0.08,N,10
22,117000,MORTGAGE,6.0,EDUCATION,A,11000,6.92,0,0.09,N,4
25,48000,RENT,0.0,EDUCATION,F,3200,,1,0.07,Y,4
38,170000,RENT,0.0,VENTURE,A,5500,,0,0.03,N,13
22,100000,MORTGAGE,6.0,EDUCATION,B,10000,10.74,0,0.1,N,3
24,23000,RENT,0.0,EDUCATION,A,3000,8.0,0,0.13,N,3
27,32760,RENT,4.0,PERSONAL,D,5000,15.21,0,0.15,Y,9
21,87547,MORTGAGE,2.0,EDUCATION,A,12000,5.99,0,0.14,N,2
27,140004,MORTGAGE,11.0,VENTURE,A,9800,5.42,0,0.07,N,6
22,35000,RENT,4.0,PERSONAL,C,5000,13.23,0,0.14,N,2
44,38400,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6825,8.9,0,0.18,N,11
32,140000,MORTGAGE,3.0,EDUCATION,B,5000,10.38,0,0.04,N,6
23,54516,RENT,,VENTURE,B,6000,9.91,0,0.11,N,3
22,24000,RENT,0.0,DEBTCONSOLIDATION,C,5200,13.49,0,0.22,Y,2
52,50000,RENT,3.0,EDUCATION,B,4500,11.89,0,0.09,N,25
30,85000,OWN,12.0,VENTURE,A,7800,6.03,0,0.09,N,10
22,85000,MORTGAGE,,VENTURE,A,15000,6.03,0,0.18,N,2
30,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,10.38,0,0.04,N,9
23,75000,RENT,7.0,PERSONAL,B,12000,12.53,0,0.16,N,3
41,31000,RENT,5.0,MEDICAL,E,3700,16.32,1,0.12,N,17
30,77500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,9000,7.88,0,0.12,N,7
43,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,9.63,0,0.1,N,16
23,83000,RENT,0.0,EDUCATION,E,14000,17.51,1,0.17,Y,4
25,60000,RENT,3.0,HOMEIMPROVEMENT,A,7000,6.92,0,0.12,N,2
26,48700,RENT,0.0,MEDICAL,D,6000,14.59,1,0.12,N,3
22,39580,RENT,3.0,EDUCATION,B,10000,9.99,0,0.25,N,2
36,92000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,4000,7.29,0,0.04,N,13
49,84240,MORTGAGE,4.0,MEDICAL,B,14000,11.89,0,0.17,N,17
23,115000,MORTGAGE,1.0,VENTURE,A,8000,8.49,0,0.07,N,4
34,109000,OWN,14.0,HOMEIMPROVEMENT,C,15000,13.61,0,0.14,Y,7
27,75000,RENT,1.0,HOMEIMPROVEMENT,B,20000,,0,0.27,N,6
23,108366,RENT,7.0,HOMEIMPROVEMENT,F,35000,20.25,1,0.32,N,2
22,20000,RENT,2.0,EDUCATION,B,4000,9.45,0,0.2,N,4
30,75000,MORTGAGE,11.0,MEDICAL,A,15000,7.88,0,0.2,N,9
23,140000,MORTGAGE,3.0,PERSONAL,D,15000,15.58,0,0.11,Y,3
35,82000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,10000,16.69,0,0.12,Y,9
30,50000,OWN,3.0,HOMEIMPROVEMENT,A,5000,5.99,0,0.1,N,10
28,99996,RENT,7.0,MEDICAL,B,5000,11.49,0,0.05,N,10
24,172000,MORTGAGE,5.0,EDUCATION,B,15000,10.37,0,0.09,N,4
21,26000,RENT,4.0,EDUCATION,C,7750,13.16,0,0.3,Y,3
35,76000,RENT,2.0,PERSONAL,C,1000,13.49,0,0.01,N,8
23,67000,RENT,7.0,MEDICAL,B,3000,10.99,0,0.04,N,2
30,163000,MORTGAGE,15.0,PERSONAL,B,3500,10.65,1,0.02,N,8
29,71000,OWN,13.0,MEDICAL,A,14000,7.14,0,0.2,N,5
22,95000,RENT,0.0,EDUCATION,A,5750,,0,0.06,N,3
27,140987,MORTGAGE,5.0,VENTURE,A,6450,5.99,0,0.05,N,6
22,44000,RENT,,PERSONAL,D,4500,14.46,1,0.1,Y,2
25,60000,RENT,0.0,MEDICAL,A,1200,7.66,0,0.02,N,3
22,65000,RENT,6.0,MEDICAL,A,16000,8.49,0,0.25,N,4
22,39600,MORTGAGE,6.0,DEBTCONSOLIDATION,C,4650,10.28,1,0.12,N,4
31,80000,RENT,3.0,VENTURE,A,10000,7.66,0,0.13,N,7
31,36900,MORTGAGE,15.0,HOMEIMPROVEMENT,B,1600,9.62,0,0.04,N,8
21,52000,MORTGAGE,4.0,PERSONAL,D,2000,15.62,0,0.04,N,4
26,113000,RENT,3.0,HOMEIMPROVEMENT,C,10000,13.72,0,0.09,Y,3
29,25368,RENT,0.0,HOMEIMPROVEMENT,C,10000,11.34,1,0.39,N,5
36,48960,RENT,17.0,EDUCATION,B,9000,10.99,0,0.18,N,12
27,31200,MORTGAGE,1.0,DEBTCONSOLIDATION,B,12300,12.53,0,0.39,N,10
23,42000,MORTGAGE,2.0,EDUCATION,B,5200,10.25,0,0.12,N,4
43,32000,RENT,0.0,VENTURE,A,6400,7.49,0,0.2,N,16
26,45000,RENT,1.0,MEDICAL,B,4000,12.21,0,0.09,N,2
32,40000,RENT,1.0,MEDICAL,C,4000,13.49,0,0.1,Y,8
22,76500,RENT,0.0,HOMEIMPROVEMENT,D,7500,13.24,1,0.1,Y,4
23,35000,RENT,5.0,PERSONAL,A,5000,6.99,0,0.14,N,2
33,45600,RENT,0.0,DEBTCONSOLIDATION,A,11200,5.79,0,0.25,N,8
28,62400,MORTGAGE,,MEDICAL,A,5400,7.29,0,0.09,N,7
27,30000,RENT,6.0,EDUCATION,B,4000,12.69,1,0.13,N,7
22,74000,MORTGAGE,6.0,EDUCATION,A,4000,7.51,1,0.05,N,3
23,115000,MORTGAGE,4.0,EDUCATION,A,24000,7.9,0,0.21,N,3
27,65000,MORTGAGE,11.0,PERSONAL,A,18000,7.51,0,0.28,N,8
22,48000,RENT,5.0,MEDICAL,B,15000,11.89,1,0.31,N,4
42,108000,MORTGAGE,14.0,VENTURE,D,14400,13.67,1,0.13,Y,16
41,60000,RENT,7.0,HOMEIMPROVEMENT,A,23800,6.91,1,0.4,N,15
24,33000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,2050,13.49,1,0.06,N,2
24,55000,RENT,4.0,VENTURE,A,5000,8.0,0,0.09,N,3
22,25200,MORTGAGE,2.0,PERSONAL,A,7000,6.03,0,0.28,N,4
21,45176,RENT,1.0,MEDICAL,B,12000,11.49,0,0.27,N,3
34,33500,RENT,4.0,MEDICAL,B,8400,10.99,1,0.25,N,9
23,19200,RENT,3.0,VENTURE,C,3000,12.99,1,0.16,Y,2
40,125000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10200,7.49,0,0.08,N,14
29,54000,MORTGAGE,13.0,MEDICAL,B,12000,11.99,0,0.22,N,8
32,42000,OWN,15.0,MEDICAL,B,1800,10.2,0,0.04,N,9
23,70000,RENT,5.0,MEDICAL,B,8000,11.99,0,0.11,N,4
27,60000,RENT,4.0,DEBTCONSOLIDATION,B,18500,10.99,1,0.31,N,5
26,106000,MORTGAGE,10.0,MEDICAL,C,5000,12.98,0,0.05,N,4
26,100016,RENT,10.0,EDUCATION,C,11200,13.98,0,0.11,Y,2
40,28800,RENT,2.0,MEDICAL,B,4000,10.74,0,0.14,N,15
25,77700,RENT,2.0,EDUCATION,B,14000,10.99,0,0.18,N,2
25,79000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.13,N,2
30,58000,MORTGAGE,2.0,MEDICAL,A,13200,,0,0.23,N,10
28,110000,MORTGAGE,12.0,VENTURE,B,15000,10.0,0,0.14,N,10
23,84000,MORTGAGE,7.0,EDUCATION,A,16000,6.03,0,0.19,N,2
35,280000,MORTGAGE,19.0,HOMEIMPROVEMENT,C,21600,12.99,0,0.08,N,8
29,53000,RENT,6.0,DEBTCONSOLIDATION,C,12000,,0,0.23,N,8
24,56533,MORTGAGE,,HOMEIMPROVEMENT,B,20000,11.11,0,0.35,N,2
24,54500,MORTGAGE,7.0,MEDICAL,D,8000,17.49,1,0.15,N,4
29,13200,RENT,3.0,VENTURE,D,4475,16.89,1,0.34,N,9
33,57000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,13000,7.88,0,0.23,N,5
23,26000,RENT,3.0,MEDICAL,A,4500,8.49,1,0.17,N,2
21,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,5.99,0,0.17,N,2
42,68000,MORTGAGE,2.0,VENTURE,A,5000,7.51,0,0.07,N,17
33,90000,RENT,15.0,PERSONAL,B,18000,11.58,1,0.2,N,10
23,46500,OWN,2.0,DEBTCONSOLIDATION,D,6000,,0,0.13,Y,2
33,22000,RENT,4.0,EDUCATION,B,5000,12.42,0,0.23,N,6
24,50000,MORTGAGE,8.0,PERSONAL,B,8000,10.99,0,0.16,N,3
26,74000,MORTGAGE,10.0,VENTURE,B,4475,9.99,0,0.06,N,4
36,100000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,0,0.08,N,11
25,48000,OWN,7.0,EDUCATION,B,15000,10.25,0,0.31,N,4
24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.23,N,4
24,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,5.99,0,0.16,N,2
24,109000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8800,12.69,0,0.08,N,2
25,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,15000,11.48,0,0.23,N,4
24,50000,MORTGAGE,7.0,PERSONAL,D,9000,,0,0.18,Y,3
28,55000,MORTGAGE,4.0,VENTURE,B,10650,11.58,0,0.19,N,8
37,74568,RENT,0.0,VENTURE,C,6000,14.26,0,0.08,N,17
25,20000,RENT,2.0,VENTURE,A,4000,7.29,0,0.2,N,3
27,59068,MORTGAGE,11.0,VENTURE,C,13500,13.22,0,0.23,Y,9
22,57000,MORTGAGE,6.0,VENTURE,B,7200,,0,0.13,N,2
29,160000,RENT,0.0,DEBTCONSOLIDATION,C,15000,13.04,0,0.09,N,5
27,30000,RENT,0.0,PERSONAL,C,10000,12.68,1,0.33,N,9
26,82000,MORTGAGE,1.0,VENTURE,C,5000,13.47,0,0.06,Y,2
27,68000,MORTGAGE,3.0,VENTURE,A,10800,7.88,0,0.16,N,8
28,60000,RENT,12.0,HOMEIMPROVEMENT,D,1500,16.77,0,0.03,Y,8
54,129000,MORTGAGE,6.0,EDUCATION,B,9000,11.49,1,0.07,N,24
22,46000,MORTGAGE,0.0,MEDICAL,B,8000,12.53,1,0.17,N,3
23,62000,RENT,7.0,VENTURE,A,16000,7.49,0,0.26,N,2
31,53000,MORTGAGE,8.0,EDUCATION,C,3000,15.23,0,0.06,N,5
32,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6600,7.49,0,0.06,N,7
22,16800,RENT,2.0,EDUCATION,C,1000,13.48,0,0.06,Y,4
30,75600,RENT,0.0,PERSONAL,B,25000,9.99,1,0.33,N,8
39,30000,RENT,7.0,VENTURE,A,8450,5.99,0,0.28,N,16
22,53947,OWN,0.0,PERSONAL,B,6400,9.62,0,0.12,N,4
28,46551,MORTGAGE,12.0,VENTURE,A,5000,,0,0.11,N,7
25,30000,RENT,4.0,MEDICAL,B,5000,11.86,0,0.17,N,4
23,75000,OWN,5.0,VENTURE,A,10000,6.92,0,0.13,N,2
36,43000,RENT,12.0,DEBTCONSOLIDATION,D,13600,15.58,1,0.32,Y,12
27,29000,RENT,0.0,EDUCATION,D,6500,14.11,1,0.22,N,8
31,77000,MORTGAGE,4.0,VENTURE,C,10000,14.65,0,0.13,N,5
21,43000,RENT,3.0,PERSONAL,C,10000,,0,0.23,N,4
29,52000,RENT,9.0,VENTURE,A,10000,8.0,0,0.19,N,6
21,30600,RENT,,DEBTCONSOLIDATION,A,7000,7.29,0,0.23,N,2
27,57000,RENT,0.0,EDUCATION,B,7000,11.71,0,0.12,N,8
28,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,11.71,0,0.07,N,8
28,90000,RENT,7.0,VENTURE,C,16000,12.68,0,0.18,N,10
24,80689,MORTGAGE,1.0,DEBTCONSOLIDATION,C,16000,13.22,0,0.2,Y,2
23,40800,OWN,,MEDICAL,A,21000,6.17,0,0.51,N,3
22,18700,RENT,3.0,EDUCATION,A,3600,8.9,1,0.19,N,4
37,25000,RENT,6.0,MEDICAL,B,7500,10.99,0,0.3,N,17
22,30000,RENT,1.0,DEBTCONSOLIDATION,C,15000,15.27,1,0.5,Y,2
23,41004,RENT,1.0,MEDICAL,A,4000,7.68,0,0.1,N,4
23,45000,RENT,7.0,EDUCATION,B,6000,11.49,0,0.13,N,3
29,19200,RENT,1.0,DEBTCONSOLIDATION,A,2000,5.99,1,0.1,N,6
22,33000,RENT,1.0,MEDICAL,C,1400,14.27,0,0.04,Y,4
37,47000,MORTGAGE,4.0,PERSONAL,A,7000,,0,0.15,N,11
22,36628,RENT,4.0,EDUCATION,B,6000,11.86,0,0.16,N,4
22,78000,RENT,7.0,PERSONAL,A,3000,6.99,0,0.04,N,4
37,25000,OWN,8.0,VENTURE,C,10625,13.06,0,0.42,Y,12
29,115000,MORTGAGE,7.0,EDUCATION,D,8100,16.49,0,0.07,Y,10
24,54000,RENT,7.0,PERSONAL,B,5200,10.37,1,0.1,N,3
31,55000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,7.49,0,0.15,N,9
22,52500,MORTGAGE,6.0,DEBTCONSOLIDATION,C,8000,15.23,0,0.15,N,3
25,47000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.19,N,3
31,41004,RENT,5.0,PERSONAL,D,5000,15.28,0,0.12,N,5
33,61200,RENT,3.0,MEDICAL,D,7000,14.96,1,0.1,Y,8
37,44004,RENT,2.0,PERSONAL,C,9200,12.84,1,0.21,N,13
25,45600,RENT,3.0,MEDICAL,D,12250,14.84,1,0.27,N,3
21,40000,RENT,4.0,EDUCATION,A,5000,5.79,0,0.13,N,2
29,38400,OWN,4.0,VENTURE,B,10000,,0,0.26,N,8
24,60000,OWN,4.0,EDUCATION,A,5000,5.79,0,0.08,N,3
24,40000,MORTGAGE,3.0,VENTURE,B,10500,11.36,0,0.26,N,4
29,42000,MORTGAGE,5.0,MEDICAL,C,2500,13.98,0,0.06,N,8
24,80000,RENT,2.0,PERSONAL,C,12000,13.61,0,0.15,Y,3
25,100000,MORTGAGE,9.0,PERSONAL,A,4800,7.14,0,0.05,N,3
22,25500,MORTGAGE,0.0,VENTURE,A,7000,6.99,0,0.27,N,2
28,123000,OWN,7.0,PERSONAL,A,4000,8.59,0,0.03,N,5
23,75000,MORTGAGE,3.0,VENTURE,C,10200,12.68,0,0.14,Y,2
40,38000,RENT,16.0,VENTURE,B,11000,10.37,0,0.29,N,11
26,78000,MORTGAGE,10.0,EDUCATION,A,10000,9.63,1,0.13,N,4
22,75000,RENT,0.0,PERSONAL,A,8000,5.99,0,0.11,N,2
30,54000,MORTGAGE,8.0,PERSONAL,A,5000,8.0,0,0.09,N,8
36,66847,RENT,3.0,PERSONAL,D,10000,16.0,0,0.15,Y,14
24,50004,RENT,2.0,VENTURE,C,10000,13.79,0,0.2,Y,4
28,71652,MORTGAGE,11.0,PERSONAL,G,25000,20.03,1,0.35,N,9
27,18000,OWN,4.0,EDUCATION,A,5000,7.9,1,0.28,N,9
27,75400,MORTGAGE,3.0,PERSONAL,A,6000,7.74,0,0.08,N,7
35,150000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,10000,7.9,0,0.07,N,9
30,20800,RENT,0.0,MEDICAL,A,7250,8.0,1,0.35,N,10
25,77500,RENT,3.0,HOMEIMPROVEMENT,A,3000,6.54,0,0.04,N,4
36,95000,MORTGAGE,18.0,PERSONAL,B,13000,10.65,0,0.14,N,11
33,30000,OWN,1.0,VENTURE,C,5000,12.68,0,0.17,Y,10
24,67000,RENT,0.0,MEDICAL,B,10000,9.64,0,0.15,N,4
41,92000,MORTGAGE,15.0,MEDICAL,A,12000,7.66,0,0.13,N,15
27,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24250,,0,0.2,N,7
37,74000,MORTGAGE,8.0,EDUCATION,A,12000,7.51,0,0.16,N,17
